canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccc(F)cn1)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800154,Inhibition,%,9.0,INH,%,9.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccc(C)cn1)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800153,Inhibition,%,4.0,INH,%,4.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccccn1)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800152,Inhibition,%,10.0,INH,%,10.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CC(C)(C)O)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800151,Inhibition,%,11.0,INH,%,11.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CCO)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800150,Inhibition,%,23.0,INH,%,23.0
CCOCCn1c(=O)c2c(CN(C)CCOC)c(-c3ccc(NC(=O)NOC)cc3)sc2n(Cc2c(F)cccc2F)c1=O,CHEMBL1800670,Inhibition,%,30.0,INH,%,30.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CCOC)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800669,Inhibition,%,8.0,INH,%,8.0
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccccc1)c(=O)n2Cc1c(F)cccc1F,CHEMBL1800668,Inhibition,%,14.0,INH,%,14.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCN(C)S(C)(=O)=O)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800667,Inhibition,%,17.0,INH,%,17.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCN2CCCC2=O)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800666,Inhibition,%,45.0,INH,%,45.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCn2ccnn2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800665,Inhibition,%,54.0,INH,%,54.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2cccc(CO)n2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800664,Inhibition,%,45.0,INH,%,45.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCc2ccccn2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800663,Inhibition,%,64.0,INH,%,64.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2cccnc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800662,Inhibition,%,66.0,INH,%,66.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccn2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800661,Inhibition,%,33.0,INH,%,33.0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL22055,Inhibition,%,36.0,INH,%,36.0
CC(=O)N1CCc2c(C)c3c(n2-c2ccc(C(N)=O)c(c2)N[C@@H](C)[C@H](C)C1)CC(C)(C)CC3=O,CHEMBL1807797,Inhibition,%,58.0,INH,%,58.0
Cc1c2c(n3c1CCN(C(=O)CN)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807799,Inhibition,%,100.0,INH,%,100.0
Cc1c2c(n3c1CCCNC[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1738703,Inhibition,%,63.0,INH,%,63.0
Cc1c2c(n3c1CCNCC[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1760603,Inhibition,%,62.0,INH,%,62.0
Cc1c2c(n3c1CCN(C(=O)[C@H](C)N)CC[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1778194,Inhibition,%,48.0,INH,%,48.0
Cc1c2c(n3c1CCCN1CCC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1779531,Inhibition,%,73.0,INH,%,73.0
Cc1c2c(n3c1CCN(C(=O)[C@H](C)N)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807804,Inhibition,%,68.0,INH,%,68.0
CC[C@H](N)C(=O)N1CCc2c(C)c3c(n2-c2ccc(C(N)=O)c(c2)N[C@@H](C)[C@H](C)C1)CC(C)(C)CC3=O,CHEMBL1807805,Inhibition,%,100.0,INH,%,100.0
Cc1c2c(n3c1CCN(C(=O)[C@@H](N)C(C)C)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807806,Inhibition,%,60.0,INH,%,60.0
Cc1c2c(n3c1CCN(C(=O)C(C)(C)N)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807807,Inhibition,%,23.0,INH,%,23.0
Cc1c2c(n3c1CCN(C(=O)C1(N)CC1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807808,Inhibition,%,67.0,INH,%,67.0
Cc1c2c(n3c1CCN(C(=O)C1(N)CCCC1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807809,Inhibition,%,54.0,INH,%,54.0
Cc1c2c(n3c1CCN(C(=O)[C@@H]1CCCN1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807810,Inhibition,%,56.0,INH,%,56.0
Cc1c2c(n3c1CCN(C(=O)[C@H]1CCCN1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807811,Inhibition,%,70.0,INH,%,70.0
Cc1c2c(n3c1CCN(C(=O)[C@@H]1C[C@H](F)CN1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1806511,Inhibition,%,46.0,INH,%,46.0
Cc1c2c(n3c1CCN(C(=O)[C@H](C)O)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807812,Inhibition,%,-1.0,INH,%,-1.0
Cc1c2c(n3c1CCN(C(=O)[C@@H](O)C(C)C)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,CHEMBL1807813,Inhibition,%,72.0,INH,%,72.0
O=C(Nc1ccccc1-c1ccccc1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1,CHEMBL1813096,Inhibition,%,50.0,INH,%,50.0
CN(C)CCN1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1,CHEMBL1818294,Inhibition,%,50.0,INH,%,50.0
CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1,CHEMBL1818296,Inhibition,%,50.0,INH,%,50.0
CC(=O)NC[C@H]1CN(c2ccc(-c3csc(-c4nnc5ncccn45)c3)c(F)c2)C(=O)O1,CHEMBL1824615,Inhibition,%,37.7,INH,%,37.7
O=C(Nc1ccccc1Cl)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,CHEMBL1823584,Inhibition,%,58.0,INH,%,58.0
Cn1c(-c2noc(C3CCN(C(=O)Nc4ccccc4Cl)CC3)n2)nc2ccccc21,CHEMBL1823616,Inhibition,%,35.0,INH,%,35.0
CCCCN[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,CHEMBL1824249,Inhibition,%,26.6,INH,%,26.6
CCCCN[C@H]1CC[C@@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,CHEMBL1824248,Inhibition,%,25.4,INH,%,25.4
c1ccc(CN[C@H]2CC[C@H](c3ccc(OCCCN4CCCCC4)cc3)CC2)cc1,CHEMBL1824247,Inhibition,%,39.9,INH,%,39.9
c1ccc2c(c1)CN([C@H]1CC[C@H](c3ccc(OCCCN4CCCCC4)cc3)CC1)C2,CHEMBL1824245,Inhibition,%,8.9,INH,%,8.9
OC1CCN([C@H]2CC[C@H](c3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,CHEMBL1824243,Inhibition,%,3.3,INH,%,3.3
CN1CCN([C@H]2CC[C@H](c3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,CHEMBL1824239,Inhibition,%,20.9,INH,%,20.9
CC1CCN([C@H]2CC[C@@H](c3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,CHEMBL1824237,Inhibition,%,26.1,INH,%,26.1
c1cc([C@H]2CC[C@H](N3CCCCC3)CC2)ccc1OCCCN1CCCCC1,CHEMBL1824236,Inhibition,%,5.2,INH,%,5.2
c1cc([C@H]2CC[C@H](N3CCC3)CC2)ccc1OCCCN1CCCCC1,CHEMBL1824233,Inhibition,%,4.2,INH,%,4.2
O=C1CCC(c2ccc(OCCCN3CCCCC3)cc2)CC1,CHEMBL1824229,Inhibition,%,4.1,INH,%,4.1
COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1,CHEMBL1766005,Inhibition,%,60.0,INH,%,60.0
CCOC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1,CHEMBL1831083,Inhibition,%,61.0,INH,%,61.0
CNC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1,CHEMBL1831088,Inhibition,%,86.0,INH,%,86.0
CN(C)C(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1,CHEMBL1831090,Inhibition,%,95.0,INH,%,95.0
COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1cncn1,CHEMBL1831092,Inhibition,%,22.0,INH,%,22.0
Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,CHEMBL449588,Inhibition,%,-4.0,INH,%,-4.0
O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,CHEMBL1829170,Inhibition,%,5.0,INH,%,5.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,CHEMBL1738699,Inhibition,%,60.0,INH,%,60.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2C)cc1,CHEMBL1836778,Inhibition,%,31.0,INH,%,31.0
CCc1nccn1-c1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(N)=O)cc2C)cc1,CHEMBL1836779,Inhibition,%,27.0,INH,%,27.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)s1,CHEMBL1836777,Inhibition,%,91.0,INH,%,91.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2C)s1,CHEMBL1836693,Inhibition,%,27.0,INH,%,27.0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1cc(-n2ccnc2C)cs1,CHEMBL1836695,Inhibition,%,18.0,INH,%,18.0
O=S(=O)(c1ccc2ccccc2c1)N1CC=C(c2ccccc2)CC1,CHEMBL1834080,Inhibition,%,14.0,INH,%,14.0
O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,CHEMBL1834081,Inhibition,%,13.0,INH,%,13.0
Fc1cccc(Cl)c1CSc1nnc(-c2ccco2)n1-c1ccc(OCc2ccccc2)cc1,CHEMBL1834082,Inhibition,%,73.0,INH,%,73.0
O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)N1CCc2ccccc21,CHEMBL1520220,Inhibition,%,36.0,INH,%,36.0
N#C/C(=C\c1ccc2c(c1)CCO2)S(=O)(=O)c1ccc(Cl)cc1Cl,CHEMBL1834083,Inhibition,%,26.0,INH,%,26.0
O=S(=O)(Nc1cccc(CCc2ccccn2)c1)c1cc(Cl)ccc1Cl,CHEMBL1379780,Inhibition,%,82.0,INH,%,82.0
O=S(=O)(c1ccc2ccccc2c1)N1CCCN(Cc2c(F)cccc2Cl)CC1,CHEMBL1834084,Inhibition,%,26.0,INH,%,26.0
CN(Cc1ccccc1)S(=O)(=O)c1ccc(Oc2cccc(Cl)c2C#N)cc1,CHEMBL1834085,Inhibition,%,17.0,INH,%,17.0
NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,CHEMBL1835153,Inhibition,%,30.0,INH,%,30.0
NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3ccc(N)nc3)ccc12,CHEMBL1835150,Inhibition,%,65.0,INH,%,65.0
NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,CHEMBL1835149,Inhibition,%,68.0,INH,%,68.0
NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,CHEMBL1833986,Inhibition,%,55.0,INH,%,55.0
NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,CHEMBL1835148,Inhibition,%,65.0,INH,%,65.0
NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,CHEMBL1835146,Inhibition,%,66.0,INH,%,66.0
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1,CHEMBL1835142,Inhibition,%,48.0,INH,%,48.0
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C4CC4)c23)cn1,CHEMBL1835141,Inhibition,%,62.0,INH,%,62.0
C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C(C)(C)C,CHEMBL1835039,Inhibition,%,49.0,INH,%,49.0
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(NC4CCCCC4)c23)cn1,CHEMBL1835035,Inhibition,%,75.0,INH,%,75.0
C[C@H](NC(=O)c1cccc2c1Oc1cc(C(F)(F)F)ccc1CC2)c1ccc(C(=O)O)cc1,CHEMBL1910022,Inhibition,%,,INH,,
O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3cc(C(F)(F)F)ccc3CC4)CC2)cc1,CHEMBL1910023,Inhibition,%,,INH,,
C[C@H](NC(=O)c1cccc2c1Oc1ccc(C(F)(F)F)cc1CC2)c1ccc(C(=O)O)cc1,CHEMBL1910024,Inhibition,%,,INH,,
O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3ccc(C(F)(F)F)cc3CC4)CC2)cc1,CHEMBL1910025,Inhibition,%,,INH,,
C[C@H](NC(=O)c1cccc2c1Oc1cc(C(F)(F)F)ccc1CC2)c1ccc(C(=O)O)cc1,CHEMBL1910022,Inhibition,%,,INH,,
O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3cc(C(F)(F)F)ccc3CC4)CC2)cc1,CHEMBL1910023,Inhibition,%,,INH,,
C[C@H](NC(=O)c1cccc2c1Oc1ccc(C(F)(F)F)cc1CC2)c1ccc(C(=O)O)cc1,CHEMBL1910024,Inhibition,%,,INH,,
O=C(O)c1ccc(C2(NC(=O)c3cccc4c3Oc3ccc(C(F)(F)F)cc3CC4)CC2)cc1,CHEMBL1910025,Inhibition,%,,INH,,
O=C(O)CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3,CHEMBL1362332,Inhibition,%,,INH,,
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CNC2=O,CHEMBL1909647,Inhibition,%,,INH,,
CCCOCCn1c(=O)nc(NC2CCC(O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,CHEMBL1916475,Inhibition,%,23.0,INH,%,23.0
O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,CHEMBL1916050,Inhibition,%,50.0,INH,%,50.0
O=C1[C@H](N(CCN2CCOCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,CHEMBL1916210,Inhibition,%,50.0,INH,%,50.0
Cc1ccccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-],CHEMBL1916344,Inhibition,%,,INH,,
Cc1ccnc(SC(F)(F)c2nc3ccccc3o2)n1,CHEMBL1923857,Inhibition,%,30.0,INH,%,30.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1,CHEMBL1922026,Inhibition,%,87.0,INH,%,87.0
COc1cccc(CN(C)C(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1,CHEMBL1922029,Inhibition,%,2.0,INH,%,2.0
COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1,CHEMBL1922032,Inhibition,%,59.0,INH,%,59.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,CHEMBL1922034,Inhibition,%,22.0,INH,%,22.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2C)c1,CHEMBL1922035,Inhibition,%,40.0,INH,%,40.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CCN(C)C)c1,CHEMBL1922038,Inhibition,%,65.0,INH,%,65.0
COc1cccc(CN(C)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,CHEMBL1922042,Inhibition,%,27.0,INH,%,27.0
COc1cccc(CN(C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)C2CC2)c1,CHEMBL1922043,Inhibition,%,40.0,INH,%,40.0
COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,CHEMBL1922044,Inhibition,%,43.0,INH,%,43.0
COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922045,Inhibition,%,72.0,INH,%,72.0
COc1cccc(CN(C)C(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922046,Inhibition,%,38.0,INH,%,38.0
COc1cccc(CNC(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922047,Inhibition,%,87.0,INH,%,87.0
COc1cccc(CN(C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922124,Inhibition,%,70.0,INH,%,70.0
COc1cccc(CNC(=O)c2cn(-c3ccccc3)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922125,Inhibition,%,93.0,INH,%,93.0
COc1cccc(CN(CCCN(C)C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922126,Inhibition,%,31.0,INH,%,31.0
COc1cccc(CN(CCN(C)C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922127,Inhibition,%,36.0,INH,%,36.0
COc1cccc(CNC(=O)c2cn(CCCO)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922128,Inhibition,%,63.0,INH,%,63.0
COc1cccc(CNC(=O)c2cn(CCN(C)C)c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922129,Inhibition,%,70.0,INH,%,70.0
COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922132,Inhibition,%,46.0,INH,%,46.0
COc1cccc(CN(C(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)C2CC2)c1,CHEMBL1922133,Inhibition,%,56.0,INH,%,56.0
COc1cccc(CNC(=O)c2cn(C)c3nc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922136,Inhibition,%,68.0,INH,%,68.0
COc1cccc(CNC(=O)c2cn(CCN3CCCC3)c3nc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922137,Inhibition,%,44.0,INH,%,44.0
COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN(C)C)c1,CHEMBL1922138,Inhibition,%,19.0,INH,%,19.0
COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1,CHEMBL1922139,Inhibition,%,86.0,INH,%,86.0
COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1,CHEMBL1922140,Inhibition,%,75.0,INH,%,75.0
COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCCNCC2)c1,CHEMBL1922141,Inhibition,%,51.0,INH,%,51.0
COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1,CHEMBL1922142,Inhibition,%,34.0,INH,%,34.0
COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1,CHEMBL1922143,Inhibition,%,46.0,INH,%,46.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1,CHEMBL1922026,Inhibition,%,87.0,INH,%,87.0
COc1cccc(CNC(=O)c2cc3ccc(-c4ccnc(N)n4)cc3[nH]2)c1,CHEMBL1923053,Inhibition,%,14.0,INH,%,14.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,CHEMBL1922034,Inhibition,%,22.0,INH,%,22.0
COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922045,Inhibition,%,72.0,INH,%,72.0
COc1cccc(CNC(=O)c2c[nH]c3cc(-c4ccncc4)ccc23)c1,CHEMBL1923167,Inhibition,%,80.0,INH,%,80.0
COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1,CHEMBL1922132,Inhibition,%,46.0,INH,%,46.0
COc1ccccc1CNC(=O)c1c[nH]c2cc(-c3cn[nH]c3)ccc12,CHEMBL1923169,Inhibition,%,37.0,INH,%,37.0
COc1cccc([C@@H](C)NC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,CHEMBL1923173,Inhibition,%,56.0,INH,%,56.0
COc1cccc([C@@H](C)NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,CHEMBL1923181,Inhibition,%,23.0,INH,%,23.0
CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1087089,Inhibition,%,,INH,,
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935431,Inhibition,%,,INH,,
CCN(CC)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935432,Inhibition,%,,INH,,
O=C(CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1)N1CCCCC1,CHEMBL1935433,Inhibition,%,,INH,,
O=C(CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1)N1CCOCC1,CHEMBL1935434,Inhibition,%,,INH,,
Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,CHEMBL1935435,Inhibition,%,,INH,,
OCCN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935436,Inhibition,%,,INH,,
Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,CHEMBL1935437,Inhibition,%,,INH,,
CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1095819,Inhibition,%,,INH,,
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935431,Inhibition,%,,INH,,
Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,CHEMBL1935435,Inhibition,%,,INH,,
c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,CHEMBL1935438,Inhibition,%,,INH,,
CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,CHEMBL1094510,Inhibition,%,,INH,,
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,CHEMBL1935439,Inhibition,%,,INH,,
c1ccc(OCCn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,CHEMBL1935440,Inhibition,%,,INH,,
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,CHEMBL1935439,Inhibition,%,,INH,,
CCN(CC)c1ccc(/C=C2\C(=O)N(c3ccccn3)N=C2C)cc1,CHEMBL1933597,Inhibition,%,74.0,INH,%,74.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1cccc(C(F)(F)F)c1,CHEMBL3145276,Inhibition,%,12.0,INH,%,12.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccc([N+](=O)[O-])cc1,CHEMBL3145277,Inhibition,%,13.0,INH,%,13.0
COc1ccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)cc1F,CHEMBL3145278,Inhibition,%,6.0,INH,%,6.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL3145279,Inhibition,%,18.0,INH,%,18.0
Cc1cccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)c1,CHEMBL3145257,Inhibition,%,19.0,INH,%,19.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccccc1,CHEMBL3145246,Inhibition,%,8.0,INH,%,8.0
COc1cccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)c1,CHEMBL3145258,Inhibition,%,14.0,INH,%,14.0
Cc1ccc(NC(=O)c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,CHEMBL3145259,Inhibition,%,13.0,INH,%,13.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccccc1[N+](=O)[O-],CHEMBL3145260,Inhibition,%,18.0,INH,%,18.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccccc1C(F)(F)F,CHEMBL3145261,Inhibition,%,18.0,INH,%,18.0
Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccc2c(c1)OCO2,CHEMBL3145262,Inhibition,%,41.0,INH,%,41.0
Cc1[nH]n(-c2ccccc2)c(=O)c1C(=O)Nc1ccccc1,CHEMBL3145098,Inhibition,%,,INH,,
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc([N+](=O)[O-])cc1,CHEMBL3145266,Inhibition,%,8.0,INH,%,8.0
